PROPOSAL_NO,PI_ID,COLLEGE_TEXT,SPONSOR_NAME,PROPOSAL_TYPE_CD,SUBMIT_DT,REQUEST_AMT,PROP_STATUS_CD,AWARD_NO,AWARD_AMT,DECISION_DT,AWARD_START_DT,AWARD_END_DT,EXTRACT_TS
LP-2026-00185,I1047,College of Health Sciences,Apex Biotechnologies,RES,20260327,301200.00,ACT,LA-2026-00185,215100.00,20260830,20261025,20291024,20260831 235900
LP-2026-00186,I1136,College of Architecture and Design,Department of Public Health,RES,20260220,39000.00,ACT,LA-2026-00186,31400.00,20260503,20260627,20271219,20260831 235900
LP-2023-00187,I1128,College of Architecture and Design,Massachusetts Innovation Fund,RES,20231217,149300.00,CLS,LA-2023-00187,128500.00,20240418,20240617,20270617,20260831 235900
LP-2025-00188,I1045,School of Business,Advanced Technology Agency,EQP,20250126,141100.00,ACT,LA-2025-00188,113700.00,20250326,20250609,20270609,20260831 235900
LP-2023-00189,I1083,College of Social Innovation,National Health Research Council,RES,20230816,592800.00,CLS,LA-2023-00189,458800.00,20231212,20240102,20270101,20260831 235900
LP-2025-00190,I1131,College of Social Innovation,Department of Public Health,RES,20251217,105200.00,CLS,LA-2025-00190,92700.00,20260224,20260311,20290310,20260831 235900
LP-2026-00191,I1064,College of Architecture and Design,Natural Sciences Research Council,RES,20260302,123200.00,DCL,,0.00,20260611,,,20260831 235900
LP-2023-00192,I1089,School of Law and Public Policy,Vertex Mobility Systems,RES,20230212,234100.00,ACT,LA-2023-00192,222500.00,20230720,20230815,20260814,20260831 235900
LP-2025-00193,I1030,College of Science,Internal Strategic Research Fund,RES,20250219,228000.00,ACT,LA-2025-00193,227800.00,20250827,20251108,20281107,20260831 235900
LP-2026-00194,I1052,College of Humanities,Ontario Research Fund,RES,20260415,58700.00,AWD,LA-2026-00194,48300.00,20260831,20261019,20291018,20260831 235900
LP-2024-00195,I1036,College of Humanities,National Health Research Council,RES,20241021,152400.00,AWD,LA-2024-00195,137600.00,20250109,20250301,20270301,20260831 235900
LP-2025-00196,I1156,College of Humanities,Advanced Technology Agency,RES,20250418,68200.00,AWD,LA-2025-00196,49200.00,20250911,20251026,20270419,20260831 235900
LP-2025-00197,I1173,School of Business,Department of Energy and Climate,EQP,20250406,50500.00,ACT,LA-2025-00197,44100.00,20250615,20250718,20270718,20260831 235900
LP-2023-00198,I1085,School of Business,National Health Research Council,TRN,20230627,240900.00,CLS,LA-2023-00198,237900.00,20230821,20231027,20261026,20260831 235900
LP-2023-00199,I1068,College of Humanities,Apex Biotechnologies,RES,20230417,275400.00,DCL,,0.00,20230613,,,20260831 235900
LP-2025-00200,I1037,School of Business,Helix Medical Devices,RES,20251221,86200.00,ACT,LA-2025-00200,78300.00,20260626,20260712,20280711,20260831 235900
LP-2025-00201,I1135,College of Health Sciences,Apex Biotechnologies,TRN,20251008,175700.00,DCL,,0.00,20260323,,,20260831 235900
LP-2025-00202,I1064,College of Architecture and Design,Department of Public Health,RES,20250221,103800.00,ACT,LA-2025-00202,91600.00,20250523,20250611,20260611,20260831 235900
LP-2025-00203,I1180,College of Humanities,Urban Resilience Network,RES,20250122,286500.00,DCL,,0.00,20250616,,,20260831 235900
LP-2025-00204,I1107,College of Social Innovation,Internal Strategic Research Fund,RES,20250507,106400.00,DCL,,0.00,20250826,,,20260831 235900
LP-2025-00205,I1110,College of Science,Social Innovation Research Council,RES,20251109,79900.00,AWD,LA-2025-00205,57900.00,20260221,20260413,20280412,20260831 235900
LP-2026-00206,I1097,School of Law and Public Policy,Vertex Mobility Systems,FEL,20260810,30600.00,SUB,,0.00,,,,20260831 235900
LP-2025-00207,I1124,College of Humanities,Social Innovation Research Council,RES,20250730,153500.00,DCL,,0.00,20250925,,,20260831 235900
LP-2025-00208,I1103,College of Health Sciences,Civic Data Collaborative,RES,20250511,15000.00,ACT,LA-2025-00208,12400.00,20250621,20250829,20270220,20260831 235900
LP-2026-00209,I1158,College of Science,National Science Foundation,RES,20260416,61000.00,REV,,0.00,,,,20260831 235900
LP-2025-00210,I1082,College of Engineering,Department of Public Health,RES,20250404,214400.00,DCL,,0.00,20250522,,,20260831 235900
LP-2024-00211,I1107,College of Social Innovation,Faculty Seed Grant Program,RES,20240626,86100.00,ACT,LA-2024-00211,73400.00,20241103,20250114,20280114,20260831 235900
LP-2024-00212,I1129,School of Law and Public Policy,Interdisciplinary Catalyst Fund,RES,20240130,16300.00,WD,,0.00,20240406,,,20260831 235900
LP-2024-00213,I1091,College of Social Innovation,Faculty Seed Grant Program,RES,20240916,70700.00,CLS,LA-2024-00213,62300.00,20250323,20250408,20260408,20260831 235900
LP-2025-00214,I1148,College of Humanities,National Science Foundation,RES,20251025,142400.00,DCL,,0.00,20260427,,,20260831 235900
LP-2023-00215,I1067,College of Social Innovation,Community Wellbeing Trust,RES,20230815,325400.00,CLS,LA-2023-00215,226500.00,20231127,20240210,20250803,20260831 235900
LP-2023-00216,I1118,College of Science,National Science Foundation,TRN,20231217,389900.00,CLS,LA-2023-00216,343800.00,20240312,20240417,20260417,20260831 235900
LP-2025-00217,I1092,College of Humanities,Internal Strategic Research Fund,INT,20251125,195000.00,ACT,LA-2025-00217,152000.00,20260407,20260529,20270529,20260831 235900
LP-2024-00218,I1140,College of Humanities,National Science Foundation,RES,20241210,127200.00,CLS,LA-2024-00218,125200.00,20250424,20250615,20270615,20260831 235900
LP-2023-00219,I1131,College of Social Innovation,Apex Biotechnologies,RES,20230930,167900.00,CLS,LA-2023-00219,125200.00,20231214,20231227,20251226,20260831 235900
LP-2023-00220,I1040,College of Architecture and Design,Apex Biotechnologies,TRN,20230202,205600.00,CLS,LA-2023-00220,135400.00,20230619,20230705,20250704,20260831 235900
LP-2025-00221,I1088,College of Architecture and Design,Education Access Foundation,RES,20250617,109400.00,AWD,LA-2025-00221,98000.00,20251121,20260203,20270203,20260831 235900
LP-2024-00222,I1021,School of Business,Department of Public Health,RES,20240113,166100.00,DCL,,0.00,20240613,,,20260831 235900
LP-2023-00223,I1050,College of Engineering,International Research Consortium,RES,20230610,356600.00,DCL,,0.00,20230910,,,20260831 235900
LP-2024-00224,I1057,School of Law and Public Policy,Internal Strategic Research Fund,RES,20241112,109000.00,ACT,LA-2024-00224,105900.00,20250130,20250323,20260323,20260831 235900
LP-2023-00225,I1034,College of Engineering,Natural Sciences Research Council,RES,20230925,65900.00,WD,,0.00,20231031,,,20260831 235900
LP-2024-00226,I1178,College of Engineering,Education Access Foundation,RES,20240619,60900.00,DCL,,0.00,20240725,,,20260831 235900
LP-2025-00227,I1166,College of Science,Internal Strategic Research Fund,RES,20250317,438000.00,CLS,LA-2025-00227,389600.00,20250818,20250927,20270321,20260831 235900
LP-2026-00228,I1133,School of Business,Global Health Foundation,RES,20260421,86200.00,ACT,LA-2026-00228,60600.00,20260831,20261108,20281107,20260831 235900
LP-2025-00229,I1057,School of Law and Public Policy,Biomedical Discovery Foundation,RES,20251128,106100.00,DCL,,0.00,20260504,,,20260831 235900
LP-2024-00230,I1147,College of Social Innovation,Massachusetts Innovation Fund,EQP,20240922,39100.00,CLS,LA-2024-00230,38900.00,20250311,20250520,20280519,20260831 235900
LP-2023-00231,I1075,College of Social Innovation,National Health Research Council,RES,20230110,178300.00,CLS,LA-2023-00231,145900.00,20230520,20230705,20250704,20260831 235900
LP-2023-00232,I1001,School of Law and Public Policy,National Health Research Council,TRN,20230701,455500.00,DCL,,0.00,20230830,,,20260831 235900
LP-2025-00233,I1048,College of Architecture and Design,Northstar Analytics,RES,20250103,153500.00,DCL,,0.00,20250327,,,20260831 235900
LP-2024-00234,I1155,College of Social Innovation,Future Cities Foundation,EQP,20241116,453000.00,AWD,LA-2024-00234,289300.00,20250403,20250611,20261203,20260831 235900
LP-2026-00235,I1131,College of Social Innovation,Department of Energy and Climate,RES,20260725,366300.00,REV,,0.00,,,,20260831 235900
LP-2025-00236,I1147,College of Social Innovation,National Health Research Council,RES,20250621,245600.00,AWD,LA-2025-00236,161100.00,20251110,20260102,20280102,20260831 235900
LP-2024-00237,I1131,College of Social Innovation,Community Wellbeing Trust,RES,20241120,267700.00,DCL,,0.00,20250219,,,20260831 235900
LP-2025-00238,I1147,College of Social Innovation,Social Innovation Research Council,RES,20250903,71800.00,AWD,LA-2025-00238,58800.00,20251126,20260114,20270114,20260831 235900
LP-2023-00239,I1109,School of Business,Department of Energy and Climate,RES,20230618,76000.00,DCL,,0.00,20231114,,,20260831 235900
LP-2024-00240,I1122,College of Engineering,Faculty Seed Grant Program,RES,20240228,133100.00,DCL,,0.00,20240428,,,20260831 235900
LP-2025-00241,I1070,College of Science,Interdisciplinary Catalyst Fund,TRN,20250227,32800.00,DCL,,0.00,20250813,,,20260831 235900
LP-2026-00242,I1109,School of Business,Social Innovation Research Council,RES,20260108,73900.00,CLS,LA-2026-00242,49300.00,20260402,20260429,20271021,20260831 235900
LP-2025-00243,I1019,College of Social Innovation,Natural Sciences Research Council,EQP,20250819,140800.00,DCL,,0.00,20251218,,,20260831 235900
LP-2024-00244,I1103,College of Health Sciences,Civic Data Collaborative,RES,20240523,73200.00,DCL,,0.00,20240701,,,20260831 235900
LP-2025-00245,I1035,College of Social Innovation,Global Health Foundation,RES,20251231,111600.00,ACT,LA-2025-00245,110600.00,20260515,20260627,20290626,20260831 235900
LP-2024-00246,I1139,College of Social Innovation,National Health Research Council,TRN,20241128,68900.00,DCL,,0.00,20250315,,,20260831 235900
LP-2025-00247,I1152,College of Architecture and Design,Social Innovation Research Council,RES,20250318,624900.00,DCL,,0.00,20250621,,,20260831 235900
LP-2024-00248,I1049,School of Law and Public Policy,Global Health Foundation,RES,20240603,92400.00,DCL,,0.00,20240917,,,20260831 235900
LP-2024-00249,I1180,College of Humanities,Interdisciplinary Catalyst Fund,TRN,20240715,76800.00,DCL,,0.00,20240926,,,20260831 235900
LP-2023-00250,I1131,College of Social Innovation,Community Wellbeing Trust,RES,20230302,230100.00,DCL,,0.00,20230513,,,20260831 235900
LP-2023-00251,I1063,College of Health Sciences,Advanced Technology Agency,RES,20230504,45600.00,CLS,LA-2023-00251,33700.00,20231013,20231103,20241102,20260831 235900
LP-2026-00252,I1097,School of Law and Public Policy,Advanced Technology Agency,TRN,20260807,157000.00,REV,,0.00,,,,20260831 235900
LP-2026-00253,I1018,College of Engineering,Faculty Seed Grant Program,RES,20260810,201800.00,REV,,0.00,,,,20260831 235900
LP-2023-00254,I1156,College of Humanities,National Health Research Council,TRN,20230704,832300.00,DCL,,0.00,20231202,,,20260831 235900
LP-2025-00255,I1113,School of Law and Public Policy,Advanced Technology Agency,RES,20250831,69500.00,DCL,,0.00,20251214,,,20260831 235900
LP-2025-00256,I1158,College of Science,National Science Foundation,RES,20250527,154900.00,ACT,LA-2025-00256,107200.00,20250904,20250914,20270914,20260831 235900
LP-2024-00257,I1007,College of Health Sciences,National Science Foundation,RES,20240614,633000.00,DCL,,0.00,20240902,,,20260831 235900
LP-2025-00258,I1175,College of Health Sciences,Future Cities Foundation,RES,20250517,239700.00,DCL,,0.00,20250914,,,20260831 235900
LP-2024-00259,I1009,School of Law and Public Policy,Northstar Analytics,TRN,20240701,25000.00,DCL,,0.00,20241116,,,20260831 235900
LP-2026-00260,I1083,College of Social Innovation,Faculty Seed Grant Program,RES,20260325,70600.00,DCL,,0.00,20260429,,,20260831 235900
LP-2024-00261,I1020,College of Humanities,Ontario Research Fund,TRN,20240712,128000.00,CLS,LA-2024-00261,89000.00,20250108,20250216,20260216,20260831 235900
LP-2023-00262,I1002,College of Engineering,Department of Public Health,RES,20230316,269300.00,DCL,,0.00,20230919,,,20260831 235900
LP-2023-00263,I1129,School of Law and Public Policy,Massachusetts Innovation Fund,INT,20230222,49600.00,CLS,LA-2023-00263,44500.00,20230602,20230628,20240627,20260831 235900
LP-2023-00264,I1029,School of Business,Community Wellbeing Trust,RES,20230901,66300.00,CLS,LA-2023-00264,60800.00,20231101,20240103,20260102,20260831 235900
LP-2024-00265,I1079,College of Health Sciences,Internal Strategic Research Fund,TRN,20241222,176700.00,AWD,LA-2024-00265,152700.00,20250605,20250816,20260816,20260831 235900
LP-2023-00266,I1093,School of Business,National Science Foundation,RES,20230504,89300.00,CLS,LA-2023-00266,72200.00,20230823,20230910,20250909,20260831 235900
LP-2024-00267,I1061,School of Business,Helix Medical Devices,INT,20240104,54900.00,DCL,,0.00,20240331,,,20260831 235900
LP-2024-00268,I1166,College of Science,Urban Resilience Network,INT,20241214,161400.00,ACT,LA-2024-00268,157000.00,20250128,20250328,20270328,20260831 235900
LP-2023-00269,I1036,College of Humanities,Internal Strategic Research Fund,EQP,20230904,159600.00,ACT,LA-2023-00269,128900.00,20240114,20240216,20250215,20260831 235900
LP-2024-00270,I1165,School of Business,Community Wellbeing Trust,RES,20240323,348800.00,WD,,0.00,20240427,,,20260831 235900
LP-2023-00271,I1036,College of Humanities,National Health Research Council,RES,20230511,124500.00,DCL,,0.00,20230905,,,20260831 235900
LP-2025-00272,I1069,School of Business,Natural Sciences Research Council,RES,20250709,68800.00,ACT,LA-2025-00272,59500.00,20250920,20251013,20281012,20260831 235900
LP-2025-00273,I1131,College of Social Innovation,Interdisciplinary Catalyst Fund,RES,20250313,51500.00,ACT,LA-2025-00273,43800.00,20250821,20251014,20281013,20260831 235900
LP-2024-00274,I1038,College of Science,Vertex Mobility Systems,INT,20241217,65500.00,ACT,LA-2024-00274,41900.00,20250314,20250508,20280507,20260831 235900
LP-2025-00275,I1048,College of Architecture and Design,Vertex Mobility Systems,TRN,20250711,134600.00,DCL,,0.00,20251121,,,20260831 235900
LP-2026-00276,I1057,School of Law and Public Policy,Interdisciplinary Catalyst Fund,RES,20260807,63300.00,REV,,0.00,,,,20260831 235900
LP-2024-00277,I1156,College of Humanities,Education Access Foundation,TRN,20240618,168100.00,DCL,,0.00,20240814,,,20260831 235900
LP-2023-00278,I1172,College of Humanities,Department of Energy and Climate,RES,20230703,484700.00,DCL,,0.00,20230809,,,20260831 235900
LP-2025-00279,I1138,College of Engineering,Urban Resilience Network,RES,20251229,263700.00,ACT,LA-2025-00279,176200.00,20260424,20260624,20290623,20260831 235900
LP-2025-00280,I1124,College of Humanities,National Health Research Council,RES,20251104,165300.00,DCL,,0.00,20260111,,,20260831 235900
LP-2025-00281,I1057,School of Law and Public Policy,Urban Resilience Network,RES,20250305,68700.00,DCL,,0.00,20250614,,,20260831 235900
LP-2023-00282,I1143,College of Health Sciences,Ontario Research Fund,EQP,20230213,219000.00,CLS,LA-2023-00282,169100.00,20230407,20230508,20241029,20260831 235900
LP-2026-00283,I1028,College of Humanities,Social Innovation Research Council,RES,20260512,197300.00,DCL,,0.00,20260728,,,20260831 235900
LP-2023-00284,I1097,School of Law and Public Policy,Massachusetts Innovation Fund,EQP,20230410,158000.00,DCL,,0.00,20230814,,,20260831 235900
LP-2023-00285,I1015,College of Health Sciences,Faculty Seed Grant Program,INT,20230702,75000.00,CLS,LA-2023-00285,66000.00,20231102,20231204,20250527,20260831 235900
LP-2026-00286,I1006,College of Science,Education Access Foundation,RES,20260605,647400.00,REV,,0.00,,,,20260831 235900
LP-2023-00287,I1058,College of Engineering,Helix Medical Devices,INT,20230329,30000.00,DCL,,0.00,20230822,,,20260831 235900
LP-2025-00288,I1032,College of Architecture and Design,Department of Public Health,RES,20250107,60900.00,ACT,LA-2025-00288,42000.00,20250708,20250731,20270122,20260831 235900
LP-2023-00289,I1003,College of Social Innovation,Faculty Seed Grant Program,RES,20230403,59400.00,WD,,0.00,20230707,,,20260831 235900
LP-2024-00290,I1027,College of Social Innovation,Advanced Technology Agency,RES,20240120,130200.00,DCL,,0.00,20240323,,,20260831 235900
LP-2025-00291,I1108,College of Humanities,National Health Research Council,RES,20251025,98600.00,DCL,,0.00,20260220,,,20260831 235900
LP-2024-00292,I1096,College of Architecture and Design,Faculty Seed Grant Program,INT,20240707,275600.00,CLS,LA-2024-00292,209800.00,20240918,20241122,20251122,20260831 235900
LP-2026-00293,I1144,College of Architecture and Design,Global Development Partnership,EQP,20260504,209200.00,ACT,LA-2026-00293,167200.00,20260805,20261006,20280329,20260831 235900
LP-2025-00294,I1068,College of Humanities,Apex Biotechnologies,RES,20250721,189300.00,DCL,,0.00,20251228,,,20260831 235900
LP-2026-00295,I1137,School of Law and Public Policy,Social Innovation Research Council,TRN,20260209,410000.00,DCL,,0.00,20260429,,,20260831 235900
